id,单价,总价,区,小区,户型,面积,朝向,装修,是否有电梯,关注人数,带看人数,发布时间,地区,楼,建楼年份,楼层
198,37127,245,盐田,东海丽景花园  , 2室1厅 ,65.99, 南 , 其他 ,1,17,6, 2个月以前发布,  盐田港,25,2002,低
199,46824,398,盐田,海山道1号  , 2室1厅 ,85, 西南 , 其他 ,1,6,6, 2个月以前发布,  沙头角,13,2011,中
200,39867,155,盐田,昊海君悦  , 1室1厅 ,38.88, 南 , 其他 ,1,0,6, 6个月以前发布,  沙头角,32,2013,中
201,39920,336,盐田,中海半山溪谷花园  , 3室2厅 ,84.17, 南 , 其他 ,0,14,6, 3个月以前发布,  盐田港,6,2008,低
202,43603,672,盐田,万科东海岸  , 3室2厅 ,154.12, 北 , 简装 ,1,19,6, 6个月以前发布,  梅沙,11,2004,低
203,37119,440,盐田,东海丽景花园  , 3室1厅 ,118.54, 东南 , 其他 ,0,7,6, 一年前发布,  盐田港,7,2003,中
204,53668,480,盐田,倚山花园三期  , 3室1厅 ,89.44, 西南 , 简装 ,1,15,6, 一年前发布,  沙头角,42,2015,低
205,37127,245,盐田,东海丽景花园  , 2室1厅 ,65.99, 南 , 其他 ,1,17,6, 2个月以前发布,  盐田港,25,2002,低
206,39920,336,盐田,中海半山溪谷花园  , 3室2厅 ,84.17, 南 , 其他 ,0,14,6, 3个月以前发布,  盐田港,6,2008,低
207,43603,672,盐田,万科东海岸  , 3室2厅 ,154.12, 北 , 简装 ,1,19,6, 6个月以前发布,  梅沙,11,2004,低
208,45993,175,盐田,碧桐湾  , 1室1厅 ,38.05, 东南 , 精装 ,1,9,6, 3个月以前发布,  沙头角,30,2004,高
209,50618,385,盐田,倚山花园二期  , 2室1厅 ,76.06, 西南 , 其他 ,1,3,6, 3个月以前发布,  沙头角,11,2004,中
210,41760,280,盐田,鹏湾花园二村  , 2室2厅 ,67.05, 南 , 其他 ,0,18,6, 一年前发布,  沙头角,8,1995,中
211,35425,345,盐田,东海丽景花园  , 3室1厅 ,97.39, 西南 , 其他 ,0,3,6, 3个月以前发布,  盐田港,7,2002,中
212,37026,118,盐田,东海丽景花园  , 1室0厅 ,31.87, 西北 , 其他 ,1,7,6, 1个月以前发布,  盐田港,25,2006,低
213,45211,160,盐田,蓝田壹站  , 1室1厅 ,35.39, 南 , 其他 ,1,4,6, 8个月以前发布,  沙头角,19,2003,中
214,61615,500,盐田,倚山花园三期  , 3室1厅 ,81.15, 东北 , 其他 ,1,0,6, 5个月以前发布,  沙头角,30,2015,高
215,85348,1250,盐田,蓝郡广场  , 5室1厅 ,146.46, 东南 , 其他 ,1,0,6, 1个月以前发布,  沙头角,32,2008,中
216,40310,360,盐田,东港印象二期  , 3室1厅 ,89.31, 东南 , 其他 ,1,2,6, 3个月以前发布,  盐田港,31,2012,中
217,63811,280,盐田,上东湾  , 2室2厅 ,43.88, 东南 , 其他,0,2,6, 2个月以前发布,  沙头角,32,2012,高
218,47500,190,盐田,碧桐海苑  , 1室1厅 ,40, 西南 , 其他,0,3,6, 3个月以前发布,  沙头角,32,2005,高
219,42456,390,盐田,诗宁附楼  , 3室2厅 ,91.86, 南 , 其他 ,0,4,5, 一年前发布,  沙头角,7,1995,中
220,44737,85,盐田,蓝田壹站  , 1室0厅 ,19, 北 , 简装 ,1,8,5, 一年前发布,  沙头角,19,2002,中
221,69307,700,盐田,海天一色雅居  , 3室1厅 ,101, 南 , 其他 ,1,13,5, 一年前发布,  沙头角,9,2001,低
222,42628,255,盐田,泊郡雅苑  , 2室1厅 ,59.82, 西北 , 其他 ,1,24,5, 一年前发布,  盐田港,30,2014,高
223,33152,310,盐田,南方明珠花园B区  , 3室2厅 ,93.51, 南 , 其他 ,0,20,5, 一年前发布,  盐田港,7,2001,高
224,34167,380,盐田,中信海滨花园  , 3室1厅 ,111.22, 东 , 简装 ,1,3,5, 11个月以前发布,  沙头角,28,1995,中
225,57136,450,盐田,鹏广达山海四季城  , 3室2厅 ,78.76, 东 , 其他,0,7,5, 10个月以前发布,  盐田港,40,2016,中
226,66154,1100,盐田,蓝郡左岸  , 5室3厅 ,166.28, 南 , 毛坯,0,2,5, 9个月以前发布,  沙头角,33,2007,高
227,35990,290,盐田,深盐商住楼  , 3室1厅 ,80.58, 东南 , 其他,0,11,5, 9个月以前发布,  沙头角,7,1988,高
228,42106,160,盐田,碧桐湾  , 1室1厅 ,38, 西南 , 其他 ,1,16,5, 7个月以前发布,  沙头角,30,2002,中
229,40948,140,盐田,华逸园  , 1室1厅 ,34.19, 东南 , 其他 ,0,15,5, 6个月以前发布,  沙头角,7,2003,低
230,47483,330,盐田,盛世名门  , 2室1厅 ,69.5, 东南 , 其他 ,1,2,5, 2个月以前发布,  沙头角,24,2009,低
231,47059,400,盐田,玺悦山  , 3室1厅 ,85, 东南 , 毛坯,0,1,5, 2个月以前发布,  盐田港,31,2015,低
232,55106,490,盐田,鹏广达山海四季城  , 4室2厅 ,88.92, 东南 , 其他,0,3,5, 3个月以前发布,  盐田港,40,2016,高
233,47561,195,盐田,碧桐海苑  , 1室1厅 ,41, 东北 , 其他,0,2,5, 5个月以前发布,  沙头角,32,2005,中
234,40086,56,盐田,山海园林  , 1室0厅 ,13.97, 东南 , 其他,0,143,5, 一年前发布,  沙头角,7,1998,高
235,43879,310,盐田,中海半山溪谷花园  , 2室1厅 ,70.65, 东南 南 , 其他 ,0,1,5, 1个月以前发布,  盐田港,6,2007,低
236,42870,300,盐田,东部阳光  , 2室1厅 ,69.98, 南 , 其他 ,1,10,5, 4个月以前发布,  沙头角,12,2001,高
237,52632,468,盐田,鹏广达山海四季城  , 4室1厅 ,88.92, 东南 , 其他,0,3,5, 9个月以前发布,  盐田港,40,2016,中
238,51179,458,盐田,倚山花园三期  , 2室2厅 ,89.49, 西南 , 精装 ,1,6,5, 3个月以前发布,  沙头角,42,2015,低
239,45240,335,盐田,东港印象  , 3室2厅 ,74.05, 东南 , 其他 ,1,9,5, 5个月以前发布,  盐田港,19,2011,高
240,46145,380,盐田,万科东海岸  , 2室2厅 ,82.35, 西北 , 其他 ,0,11,5, 5个月以前发布,  梅沙,5,2002,中
241,38988,188,盐田,鸿威海怡轩  , 1室0厅 ,48.22, 东南 , 其他,0,10,5, 7个月以前发布,  梅沙,11,2008,高
242,38596,200,盐田,金水湾御园  , 2室1厅 ,51.82, 南 , 精装 ,1,9,5, 1个月以前发布,  盐田港,23,2008,高
243,32106,265,盐田,幸福海  , 2室1厅 ,82.54, 东 北 , 其他 ,1,21,5, 6个月以前发布,  盐田港,28,2011,低
244,49395,200,盐田,碧桐海苑  , 1室1厅 ,40.49, 西南 , 其他 ,1,4,5, 3个月以前发布,  沙头角,32,2005,低
245,41990,195,盐田,云顶天海  , 1室1厅 ,46.44, 东南 , 其他,0,7,5, 4个月以前发布,  梅沙,8,2006,中
246,44059,330,盐田,东港印象二期  , 3室2厅 ,74.9, 东南 , 精装,0,8,5, 3个月以前发布,  盐田港,31,2011,低
247,40751,365,盐田,中海半山溪谷花园  , 3室1厅 ,89.57, 东南 西北 , 精装 ,1,7,5, 一年前发布,  盐田港,8,2008,中
248,43011,280,盐田,碧海蓝天名苑  , 2室1厅 ,65.1, 东 , 其他,0,3,5, 10天以前发布,  沙头角,32,2002,中
249,46112,300,盐田,君临海域  , 2室1厅 ,65.06, 西南 , 其他 ,1,2,5, 24天以前发布,  沙头角,31,2015,中
250,34452,190,盐田,南方明珠花园B区  , 1室1厅 ,55.15, 东北 , 其他 ,0,6,4, 7个月以前发布,  盐田港,7,2001,中
251,35107,165,盐田,海川阁  , 1室1厅 ,47, 北 , 精装 ,1,23,4, 一年前发布,  盐田港,25,2011,低
252,74546,1230,盐田,蓝郡西堤  , 4室3厅 ,165, 南 北 , 其他 ,1,10,4, 一年前发布,  沙头角,38,2014,低
253,52344,335,盐田,山海阳光园  , 2室2厅 ,64, 东南 , 其他 ,1,8,4, 一年前发布,  沙头角,14,2011,高
254,50639,880,盐田,海山道1号  , 4室2厅 ,173.78, 东南 , 精装 ,1,7,4, 一年前发布,  沙头角,26,2011,低
255,65477,1100,盐田,蓝郡左岸  , 6室2厅 ,168, 东南 西北 , 毛坯,0,19,4, 一年前发布,  沙头角,33,2007,高
256,71677,620,盐田,上东湾  , 3室2厅 ,86.5, 东南 , 其他 ,1,0,4, 一年前发布,  沙头角,32,2012,中
257,37573,130,盐田,和亨中心广场  , 1室1厅 ,34.6, 西南 , 其他 ,1,10,4, 7个月以前发布,  盐田港,29,2007,高
258,44237,340,盐田,中海半山溪谷花园  , 2室2厅 ,76.86, 东南 , 其他 ,1,15,4, 7个月以前发布,  盐田港,8,2008,高
259,74546,1230,盐田,蓝郡西堤  , 4室3厅 ,165, 南 北 , 其他 ,1,10,4, 一年前发布,  沙头角,38,2014,低
260,52344,335,盐田,山海阳光园  , 2室2厅 ,64, 东南 , 其他 ,1,8,4, 一年前发布,  沙头角,14,2011,高
261,50639,880,盐田,海山道1号  , 4室2厅 ,173.78, 东南 , 精装 ,1,7,4, 一年前发布,  沙头角,26,2011,低
262,64002,570,盐田,倚山花园三期  , 3室1厅 ,89.06, 东北 , 其他 ,1,0,4, 2个月以前发布,  沙头角,42,2015,低
263,43644,390,盐田,中海半山溪谷花园  , 3室1厅 ,89.36, 南 , 精装 ,1,2,4, 3个月以前发布,  盐田港,8,2008,中
264,30454,92,盐田,花样年花港家园  , 1室0厅 ,30.21, 南 , 其他 ,1,54,4, 5个月以前发布,  盐田港,33,2008,低
265,57259,1250,盐田,桐林半山花园  , 5室2厅 ,218.31, 东南 南 , 精装 ,1,3,4, 5个月以前发布,  沙头角,9,2007,高
266,40090,215,盐田,优品艺墅  , 2室1厅 ,53.63, 西南 , 其他,0,4,4, 25天以前发布,  梅沙,8,2007,中
267,42153,300,盐田,中海半山溪谷花园  , 2室1厅 ,71.17, 东南 , 精装 ,0,5,4, 一年前发布,  盐田港,6,2007,中
268,38023,340,盐田,御景台雅园  , 3室1厅 ,89.42, 东南 , 其他 ,1,1,4, 1个月以前发布,  盐田港,28,2015,中
269,38013,205,盐田,和亨中心广场  , 2室1厅 ,53.93, 南 , 其他 ,1,16,4, 7个月以前发布,  盐田港,27,2006,中
270,53764,300,盐田,海山道1号  , 2室1厅 ,55.8, 东 , 其他 ,1,9,4, 2个月以前发布,  沙头角,13,2011,低
271,44256,245,盐田,蓝田壹站  , 2室1厅 ,55.36, 东南 , 其他 ,1,11,4, 2个月以前发布,  沙头角,19,2002,中
272,40423,268,盐田,鹏湾花园二村  , 2室1厅 ,66.3, 东南 , 其他 ,0,5,4, 5个月以前发布,  沙头角,8,1995,高
273,46560,450,盐田,中海半山溪谷花园  , 3室1厅 ,96.65, 东 , 其他 ,0,5,4, 6个月以前发布,  盐田港,6,2008,低
274,33933,340,盐田,南方明珠花园A区  , 3室2厅 ,100.2, 南 北 , 简装 ,0,7,4, 6个月以前发布,  盐田港,8,1999,中
275,45539,295,盐田,君临海域  , 2室1厅 ,64.78, 西南 , 其他,0,4,4, 4个月以前发布,  沙头角,31,2015,低
276,50633,400,盐田,万科东海岸  , 2室1厅 ,79, 南 北 , 其他 ,1,7,4, 4个月以前发布,  梅沙,15,2005,高
277,43943,465,盐田,云顶天海  , 3室2厅 ,105.82, 东南 , 精装,0,23,4, 7个月以前发布,  梅沙,8,2006,高
278,51989,800,盐田,万科东海岸  , 4室2厅 ,153.88, 东南 , 精装 ,0,69,4, 1个月以前发布,  梅沙,5,2004,高
279,51909,170,盐田,海滨假日  , 2室1厅 ,32.75, 西 , 简装,0,29,4, 1个月以前发布,  盐田港,19,2008,低
280,37029,500,盐田,金山碧海花园  , 3室2厅 ,135.03, 东南 , 毛坯 ,1,10,4, 5个月以前发布,  盐田港,17,2009,中
281,42773,145,盐田,华逸园  , 1室1厅 ,33.9, 南 , 简装,0,2,4, 11天以前发布,  沙头角,7,2003,低
282,40228,205,盐田,碧海蓝天名苑  , 1室1厅 ,50.96, 北 , 其他 ,1,1,4, 3个月以前发布,  沙头角,32,2002,低
283,40937,250,盐田,翠景花园瑞林苑  , 2室1厅 ,61.07, 南 , 其他,0,2,4, 2个月以前发布,  沙头角,7,1998,高
284,38609,101,盐田,福苑  , 1室0厅 ,26.16, 南 , 其他 ,1,8,4, 2个月以前发布,  沙头角,19,2001,中
285,48278,290,盐田,东部翠海轩  , 2室1厅 ,60.07, 南 , 精装 ,1,9,4, 6个月以前发布,  沙头角,11,2007,中
286,32099,260,盐田,优品艺墅  , 2室1厅 ,81, 南 , 其他,0,4,4, 1个月以前发布,  梅沙,8,2007,低
287,64830,1400,盐田,蓝郡广场  , 4室2厅 ,215.95, 南 , 其他 ,1,3,4, 2个月以前发布,  沙头角,32,2008,低
288,55930,498,盐田,倚山花园三期  , 3室1厅 ,89.04, 东 , 毛坯,0,0,4, 2个月以前发布,  沙头角,43,2015,低
289,64830,1400,盐田,蓝郡广场  , 4室2厅 ,215.95, 南 , 其他 ,1,3,4, 2个月以前发布,  沙头角,32,2008,低
290,42667,80,盐田,蓝田壹站  , 1室0厅 ,18.75, 北 , 其他 ,1,6,4, 2个月以前发布,  沙头角,19,2002,中
291,59795,460,盐田,东埔海景花园二期  , 2室2厅 ,76.93, 南 , 其他 ,1,2,4, 7个月以前发布,  沙头角,16,2003,高
292,29130,88,盐田,花样年花港家园  , 1室0厅 ,30.21, 南 , 其他 ,1,18,4, 2个月以前发布,  盐田港,33,2008,中
293,48739,570,盐田,瀚海東岸  , 3室2厅 ,116.95, 东南 , 其他 ,1,2,4, 3个月以前发布,  沙头角,26,2006,低
294,34878,125,盐田,金水湾御园  , 1室0厅 ,35.84, 东南 , 其他 ,1,5,4, 3个月以前发布,  盐田港,23,2008,中
295,39947,298,盐田,中海半山溪谷花园  , 2室1厅 ,74.6, 东南 , 精装 ,1,7,4, 4个月以前发布,  盐田港,9,2007,高
296,56108,350,盐田,瀚海東岸  , 2室1厅 ,62.38, 北 , 其他 ,1,0,4, 1个月以前发布,  沙头角,26,2006,高
297,50184,425,盐田,碧海蓝天名苑  , 3室2厅 ,84.69, 东南 , 其他,0,8,4, 21天以前发布,  沙头角,32,2002,高
298,40833,255,盐田,碧桐湾  , 2室2厅 ,62.45, 西南 , 其他,0,5,4, 9天以前发布,  沙头角,30,2004,高
299,33072,97,盐田,和亨中心广场  , 1室1厅 ,29.33, 东南 , 其他 ,1,16,4, 一年前发布,  盐田港,29,2007,高
300,48901,198,盐田,碧桐海苑  , 1室1厅 ,40.49, 东 , 其他,0,1,4, 1个月以前发布,  沙头角,32,2005,中
301,44620,340,盐田,山海阳光园  , 2室2厅 ,76.2, 东北 , 其他 ,1,2,3, 4个月以前发布,  沙头角,14,2008,低
302,52302,175,盐田,倚山时代雅居  , 2室1厅 ,33.46, 东北 , 简装 ,1,7,3, 1个月以前发布,  盐田港,21,2009,中
303,28294,128,盐田,心海假日  , 1室1厅 ,45.24, 南 , 其他 ,1,25,3, 4个月以前发布,  梅沙,7,2002,高
304,40033,246,盐田,优品艺墅  , 1室1厅 ,61.45, 南 , 其他,0,0,3, 25天以前发布,  梅沙,8,2007,中
305,44911,165,盐田,福苑  , 1室1厅 ,36.74, 东南 , 其他 ,1,4,3, 28天以前发布,  沙头角,19,2001,高
306,44423,180,盐田,东部翠海轩  , 1室1厅 ,40.52, 西南 , 其他 ,1,6,3, 2个月以前发布,  沙头角,12,2007,高
307,42909,370,盐田,东埔海景花园一期  , 2室2厅 ,86.23, 南 , 其他,0,4,3, 1个月以前发布,  沙头角,8,1999,低
308,44762,185,盐田,东部阳光  , 1室1厅 ,41.33, 东南 , 其他 ,1,1,3, 2个月以前发布,  沙头角,11,2001,中
309,40385,210,盐田,金水湾御园  , 2室1厅 ,52, 东南 , 其他 ,1,9,3, 1个月以前发布,  盐田港,23,2008,高
310,34494,110,盐田,海川阁  , 1室0厅 ,31.89, 东南 , 其他,0,7,3, 8个月以前发布,  盐田港,25,2011,中
311,49305,390,盐田,鹏广达山海四季城  , 3室1厅 ,79.1, 南 , 其他,0,1,3, 4个月以前发布,  盐田港,40,2016,低
312,55032,490,盐田,倚山花园三期  , 3室1厅 ,89.04, 西南 , 其他 ,1,2,3, 3个月以前发布,  沙头角,43,2015,低
313,33077,180,盐田,万科东海岸  , 1室1厅 ,54.42, 南 , 其他 ,1,12,3, 2个月以前发布,  梅沙,7,2004,中
314,38211,228,盐田,花样年花港家园  , 2室1厅 ,59.67, 西南 , 其他 ,1,60,3, 6个月以前发布,  盐田港,33,2008,中
315,49221,480,盐田,碧海蓝天名苑  , 3室1厅 ,97.52, 南 , 其他,0,1,3, 1个月以前发布,  沙头角,32,2002,高
316,36381,630,盐田,金山碧海花园  , 5室3厅 ,173.17, 东南 , 其他 ,1,4,3, 2个月以前发布,  盐田港,4,2009,低
317,45741,400,盐田,中海半山溪谷花园  , 3室1厅 ,87.45, 东南 , 其他 ,1,3,3, 2个月以前发布,  盐田港,8,2008,中
318,51112,138,盐田,浩海明珠  , 1室1厅 ,27, 西南 , 其他 ,1,20,3, 一年前发布,  盐田港,18,2013,高
319,36647,80,盐田,东和大厦  , 1室0厅 ,21.83, 西北 , 其他 ,1,5,3, 2个月以前发布,  沙头角,32,1998,中
320,45700,305,盐田,金港盛世华庭  , 2室2厅 ,66.74, 东南 , 精装 ,1,1,3, 3个月以前发布,  盐田港,28,2006,低
321,28294,128,盐田,心海假日  , 1室1厅 ,45.24, 南 , 其他 ,1,25,3, 4个月以前发布,  梅沙,7,2002,高
322,49305,390,盐田,鹏广达山海四季城  , 3室1厅 ,79.1, 南 , 其他,0,1,3, 4个月以前发布,  盐田港,40,2016,低
323,44620,340,盐田,山海阳光园  , 2室2厅 ,76.2, 东北 , 其他 ,1,2,3, 4个月以前发布,  沙头角,14,2008,低
324,52302,175,盐田,倚山时代雅居  , 2室1厅 ,33.46, 东北 , 简装 ,1,7,3, 1个月以前发布,  盐田港,21,2009,中
325,33077,180,盐田,万科东海岸  , 1室1厅 ,54.42, 南 , 其他 ,1,12,3, 2个月以前发布,  梅沙,7,2004,中
326,40033,246,盐田,优品艺墅  , 1室1厅 ,61.45, 南 , 其他,0,0,3, 25天以前发布,  梅沙,8,2007,中
327,44911,165,盐田,福苑  , 1室1厅 ,36.74, 东南 , 其他 ,1,4,3, 28天以前发布,  沙头角,19,2001,高
328,38211,228,盐田,花样年花港家园  , 2室1厅 ,59.67, 西南 , 其他 ,1,60,3, 6个月以前发布,  盐田港,33,2008,中
329,55032,490,盐田,倚山花园三期  , 3室1厅 ,89.04, 西南 , 其他 ,1,2,3, 3个月以前发布,  沙头角,43,2015,低
330,44762,185,盐田,东部阳光  , 1室1厅 ,41.33, 东南 , 其他 ,1,1,3, 2个月以前发布,  沙头角,11,2001,中
331,34494,110,盐田,海川阁  , 1室0厅 ,31.89, 东南 , 其他,0,7,3, 8个月以前发布,  盐田港,25,2011,中
332,46755,420,盐田,新天富山海华庭  , 3室1厅 ,89.83, 西南 , 其他,0,3,3, 4个月以前发布,  沙头角,33,2002,中
333,49221,480,盐田,碧海蓝天名苑  , 3室1厅 ,97.52, 南 , 其他,0,1,3, 1个月以前发布,  沙头角,32,2002,高
334,39610,390,盐田,海语东园  , 3室2厅 ,98.46, 西南 , 其他 ,1,4,3, 5个月以前发布,  梅沙,8,2004,低
335,40385,210,盐田,金水湾御园  , 2室1厅 ,52, 东南 , 其他 ,1,9,3, 1个月以前发布,  盐田港,23,2008,高
336,44423,180,盐田,东部翠海轩  , 1室1厅 ,40.52, 西南 , 其他 ,1,6,3, 2个月以前发布,  沙头角,12,2007,高
337,42909,370,盐田,东埔海景花园一期  , 2室2厅 ,86.23, 南 , 其他,0,4,3, 1个月以前发布,  沙头角,8,1999,低
338,53419,475,盐田,鹏广达山海四季城  , 4室2厅 ,88.92, 西南 , 其他,0,1,3, 1个月以前发布,  盐田港,40,2016,中
339,38731,288,盐田,鸿威海怡轩  , 2室1厅 ,74.36, 东南 , 简装 ,1,1,3, 1个月以前发布,  梅沙,8,2009,中
340,37344,158,盐田,昊海君悦  , 1室0厅 ,42.31, 北 , 其他 ,1,6,3, 6个月以前发布,  沙头角,32,2013,高
341,31723,86,盐田,和亨中心广场  , 1室0厅 ,27.11, 南 , 其他 ,1,8,3, 20天以前发布,  盐田港,29,2007,高
342,71066,573,盐田,万科东海岸  , 5室2厅 ,80.63, 南 , 其他 ,1,17,3, 2个月以前发布,  梅沙,15,2007,低
343,47463,375,盐田,万科东海岸  , 2室1厅 ,79.01, 南 , 其他 ,1,2,3, 1个月以前发布,  梅沙,15,2007,中
344,44666,270,盐田,万科东海岸  , 1室1厅 ,60.45, 东 , 精装 ,1,9,3, 3个月以前发布,  梅沙,16,2008,中
345,45399,630,盐田,心海伽蓝  , 4室2厅 ,138.77, 东南 , 精装,0,11,3, 7个月以前发布,  梅沙,14,2004,中
346,40888,350,盐田,万科东海岸  , 2室2厅 ,85.6, 东北 , 其他 ,1,8,3, 1个月以前发布,  梅沙,9,2004,低
347,48501,550,盐田,东和大厦  , 3室2厅 ,113.4, 南 , 其他 ,1,0,3, 4个月以前发布,  沙头角,32,1998,低
348,44373,276,盐田,麓港国际  , 3室2厅 ,62.2, 东南 , 其他 ,1,8,3, 1个月以前发布,  盐田港,9,2009,低
349,38209,180,盐田,海川阁  , 1室1厅 ,47.11, 南 , 其他 ,1,14,3, 5个月以前发布,  盐田港,25,2011,高
350,37344,158,盐田,昊海君悦  , 1室0厅 ,42.31, 北 , 其他 ,1,6,3, 6个月以前发布,  沙头角,32,2013,高
351,33286,140,盐田,花样年花港家园  , 1室0厅 ,42.06, 东北 , 其他 ,1,29,3, 一年前发布,  盐田港,33,2008,高
352,50602,450,盐田,梧桐春晓花园  , 4室1厅 ,88.93, 南 , 其他 ,1,7,3, 1个月以前发布,  盐田港,16,2015,低
353,44646,158,盐田,蓝田壹站  , 1室1厅 ,35.39, 北 , 其他 ,1,5,3, 31天以前发布,  沙头角,19,2003,高
354,48297,248,盐田,山海阳光园  , 1室1厅 ,51.35, 西 , 其他,0,4,3, 1个月以前发布,  沙头角,14,2011,高
355,47504,450,盐田,蓝色海月居  , 3室1厅 ,94.73, 西南 , 其他 ,1,1,3, 4个月以前发布,  沙头角,10,2002,低
356,32591,193,盐田,花样年花港家园  , 1室1厅 ,59.22, 西北 , 精装,0,6,3, 7天以前发布,  盐田港,33,2008,高
357,41865,300,盐田,海语东园  , 2室2厅 ,71.66, 南 , 其他 ,1,6,3, 3个月以前发布,  梅沙,8,2004,中
358,49181,483,盐田,碧海蓝天名苑  , 3室1厅 ,98.21, 东南 , 其他 ,1,2,3, 3个月以前发布,  沙头角,32,2002,低
359,34907,125,盐田,金水湾御园  , 1室1厅 ,35.81, 西北 , 其他 ,1,1,3, 2个月以前发布,  盐田港,23,2008,高
360,34064,255,盐田,诗宁大厦  , 2室1厅 ,74.86, 东南 , 精装 ,1,6,3, 1个月以前发布,  沙头角,32,1994,低
361,54187,640,盐田,瀚海東岸  , 3室1厅 ,118.11, 南 , 其他 ,1,0,3, 3个月以前发布,  沙头角,26,2006,高
362,56490,430,盐田,山海阳光园  , 2室2厅 ,76.12, 南 , 其他 ,1,1,3, 2个月以前发布,  沙头角,14,2008,高
363,48753,465,盐田,鹏湾花园一村  , 3室2厅 ,95.38, 东南 , 其他,0,4,3, 1个月以前发布,  沙头角,8,1995,中
364,54685,680,盐田,东部山海家园  , 3室2厅 ,124.35, 东南 , 其他 ,1,1,3, 1个月以前发布,  沙头角,22,2008,中
